      Step     Time          Energy          fmax
FIRE:    0 15:33:59      109.210359      164.374670
FIRE:    1 15:33:59       60.777287       82.528659
FIRE:    2 15:33:59       36.214301       40.399338
FIRE:    3 15:33:59       23.691725       19.343213
FIRE:    4 15:33:59       17.007171        9.076043
FIRE:    5 15:33:59       13.063892        7.237354
FIRE:    6 15:33:59       10.471105        5.972839
FIRE:    7 15:33:59        8.725168        4.657027
FIRE:    8 15:33:59        7.732296        3.437893
FIRE:    9 15:33:59        7.567522        4.772494
FIRE:   10 15:34:00        6.871113        3.848460
FIRE:   11 15:34:00        5.877520        2.666543
FIRE:   12 15:34:00        5.040116        2.339772
FIRE:   13 15:34:00        4.580956        2.096195
FIRE:   14 15:34:00        4.415525        1.930386
FIRE:   15 15:34:00        4.293685        2.368131
FIRE:   16 15:34:00        4.044604        2.381641
FIRE:   17 15:34:00        3.617661        1.950999
FIRE:   18 15:34:00        3.133230        1.214997
FIRE:   19 15:34:00        2.785275        0.686400
FIRE:   20 15:34:00        2.697693        0.721197
FIRE:   21 15:34:00        2.692217        0.723221
FIRE:   22 15:34:00        2.681767        0.726971
FIRE:   23 15:34:00        2.667270        0.731891
FIRE:   24 15:34:00        2.649925        0.737237
FIRE:   25 15:34:00        2.631004        0.742185
FIRE:   26 15:34:00        2.611643        0.745950
FIRE:   27 15:34:00        2.592639        0.747920
FIRE:   28 15:34:00        2.572419        0.747651
FIRE:   29 15:34:00        2.550750        0.744538
FIRE:   30 15:34:00        2.526438        0.738595
FIRE:   31 15:34:00        2.497223        0.730608
FIRE:   32 15:34:01        2.460359        0.721783
FIRE:   33 15:34:01        2.413940        0.712825
FIRE:   34 15:34:01        2.358489        0.702607
FIRE:   35 15:34:01        2.297278        0.687178
FIRE:   36 15:34:01        2.233098        0.660803
FIRE:   37 15:34:01        2.163234        0.619314
FIRE:   38 15:34:01        2.083119        0.559514
FIRE:   39 15:34:01        2.000400        0.474793
FIRE:   40 15:34:01        1.932681        0.353460
FIRE:   41 15:34:01        1.877044        0.200049
FIRE:   42 15:34:01        1.850597        0.190062
FIRE:   43 15:34:01        1.849475        0.147114
FIRE:   44 15:34:01        1.848179        0.071366
FIRE:   45 15:34:01        1.847754        0.032927
FIRE:   46 15:34:01        1.847738        0.031906
FIRE:   47 15:34:01        1.847708        0.029908
FIRE:   48 15:34:02        1.847669        0.027024
FIRE:   49 15:34:02        1.847623        0.023387
FIRE:   50 15:34:02        1.847576        0.022637
FIRE:   51 15:34:02        1.847530        0.022468
FIRE:   52 15:34:02        1.847487        0.022263
FIRE:   53 15:34:02        1.847441        0.021993
FIRE:   54 15:34:02        1.847391        0.021647
FIRE:   55 15:34:02        1.847333        0.021211
FIRE:   56 15:34:02        1.847268        0.020663
FIRE:   57 15:34:02        1.847198        0.019970
FIRE:   58 15:34:02        1.847128        0.019087
FIRE:   59 15:34:02        1.847061        0.017973
FIRE:   60 15:34:02        1.846991        0.016605
FIRE:   61 15:34:02        1.846918        0.014944
FIRE:   62 15:34:02        1.846866        0.012873
FIRE:   63 15:34:02        1.846840        0.010998
FIRE:   64 15:34:02        1.846813        0.007749
