      Step     Time          Energy          fmax
FIRE:    0 12:02:49      151.107288       19.336714
FIRE:    1 12:02:49      145.083750       18.694344
FIRE:    2 12:02:49      139.350210       18.060925
FIRE:    3 12:02:49      132.743582       17.384590
FIRE:    4 12:02:49      126.758163       16.755167
FIRE:    5 12:02:50      121.313563       16.153828
FIRE:    6 12:02:50      115.905880       15.542427
FIRE:    7 12:02:50      110.514892       14.923480
FIRE:    8 12:02:50      105.372321       14.318347
FIRE:    9 12:02:50      100.559400       13.738328
FIRE:   10 12:02:50       95.960836       13.179934
FIRE:   11 12:02:50       91.483735       12.635614
FIRE:   12 12:02:50       87.156186       12.104589
FIRE:   13 12:02:50       83.039165       11.587287
FIRE:   14 12:02:50       79.134700       11.082021
FIRE:   15 12:02:50       75.400317       10.586111
FIRE:   16 12:02:50       71.812270       10.098804
FIRE:   17 12:02:50       68.382691        9.622398
FIRE:   18 12:02:50       65.127492        9.159785
FIRE:   19 12:02:50       62.040668        8.712283
FIRE:   20 12:02:50       59.103424        8.278865
FIRE:   21 12:02:51       56.305750        7.856872
FIRE:   22 12:02:51       53.650546        7.445249
FIRE:   23 12:02:51       51.140981        7.044686
FIRE:   24 12:02:51       48.771781        6.655482
FIRE:   25 12:02:51       46.533684        6.277365
FIRE:   26 12:02:51       44.421308        5.910275
FIRE:   27 12:02:51       42.433806        5.554446
FIRE:   28 12:02:51       40.569823        5.209853
FIRE:   29 12:02:51       38.824691        4.875907
FIRE:   30 12:02:51       37.192715        4.551749
FIRE:   31 12:02:51       35.670241        4.236615
FIRE:   32 12:02:51       34.255496        3.929965
FIRE:   33 12:02:51       32.946250        3.632123
FIRE:   34 12:02:51       31.738450        3.346019
FIRE:   35 12:02:51       30.626463        3.075780
FIRE:   36 12:02:51       29.604890        2.820193
FIRE:   37 12:02:51       28.670375        2.573720
FIRE:   38 12:02:51       27.820703        2.333791
FIRE:   39 12:02:51       27.053246        2.100781
FIRE:   40 12:02:51       26.365029        1.875359
FIRE:   41 12:02:52       25.753313        1.657803
FIRE:   42 12:02:52       25.215580        1.448036
FIRE:   43 12:02:52       24.749236        1.245575
FIRE:   44 12:02:52       24.351684        1.049641
FIRE:   45 12:02:52       24.020617        0.860581
FIRE:   46 12:02:52       23.753308        0.682914
FIRE:   47 12:02:52       23.545052        0.521910
FIRE:   48 12:02:52       23.390448        0.373022
FIRE:   49 12:02:52       23.286425        0.228630
FIRE:   50 12:02:52       23.231684        0.087814
FIRE:   51 12:02:52       23.224381        0.045368
FIRE:   52 12:02:52       23.223362        0.052240
FIRE:   53 12:02:52       23.237536        0.368687
FIRE:   54 12:02:52       23.242588        0.420731
FIRE:   55 12:02:52       23.226324        0.196836
FIRE:   56 12:02:53       23.223844        0.133633
FIRE:   57 12:02:53       23.223323        0.115703
FIRE:   58 12:02:53       23.222551        0.082280
FIRE:   59 12:02:53       23.221927        0.037887
FIRE:   60 12:02:53       23.221771        0.011460
FIRE:   61 12:02:53       23.221770        0.011072
FIRE:   62 12:02:53       23.221768        0.010308
FIRE:   63 12:02:53       23.221764        0.010032
FIRE:   64 12:02:53       23.221760        0.009930
