      Step     Time          Energy          fmax
FIRE:    0 15:44:38      263.008226      112.347813
FIRE:    1 15:44:38      188.144302       75.139485
FIRE:    2 15:44:38      139.806784       45.557038
FIRE:    3 15:44:38      112.931368       20.924158
FIRE:    4 15:44:38      104.365129       15.208100
FIRE:    5 15:44:38      102.616635       15.000178
FIRE:    6 15:44:38       99.284655       14.598071
FIRE:    7 15:44:38       94.462987       14.008939
FIRE:    8 15:44:38       89.715227       13.416685
FIRE:    9 15:44:38       85.175803       12.839217
FIRE:   10 15:44:38       80.819637       12.274677
FIRE:   11 15:44:38       76.662659       11.724163
FIRE:   12 15:44:38       72.698666       11.188678
FIRE:   13 15:44:38       68.912018       10.667746
FIRE:   14 15:44:38       65.302935       10.159745
FIRE:   15 15:44:39       61.871298        9.663769
FIRE:   16 15:44:39       58.608469        9.180365
FIRE:   17 15:44:39       55.508683        8.711615
FIRE:   18 15:44:39       52.569760        8.257840
FIRE:   19 15:44:39       49.786718        7.816695
FIRE:   20 15:44:39       47.153583        7.386915
FIRE:   21 15:44:39       44.666959        6.968758
FIRE:   22 15:44:39       42.323804        6.562535
FIRE:   23 15:44:39       40.119410        6.168031
FIRE:   24 15:44:39       38.049234        5.784842
FIRE:   25 15:44:39       36.109889        5.413015
FIRE:   26 15:44:39       34.297546        5.053751
FIRE:   27 15:44:39       32.607193        4.708298
FIRE:   28 15:44:39       31.034125        4.374874
FIRE:   29 15:44:39       29.574983        4.050686
FIRE:   30 15:44:39       28.226788        3.735141
FIRE:   31 15:44:39       26.986103        3.429967
FIRE:   32 15:44:39       25.848858        3.137905
FIRE:   33 15:44:39       24.810468        2.859409
FIRE:   34 15:44:39       23.866497        2.592593
FIRE:   35 15:44:39       23.013035        2.336554
FIRE:   36 15:44:39       22.246527        2.090289
FIRE:   37 15:44:39       21.563922        1.852119
FIRE:   38 15:44:39       20.962461        1.621759
FIRE:   39 15:44:40       20.439369        1.399661
FIRE:   40 15:44:40       19.991720        1.186401
FIRE:   41 15:44:40       19.616283        0.982887
FIRE:   42 15:44:40       19.309580        0.789373
FIRE:   43 15:44:40       19.068347        0.604706
FIRE:   44 15:44:40       18.889698        0.427964
FIRE:   45 15:44:40       18.770926        0.258962
FIRE:   46 15:44:40       18.709377        0.097619
FIRE:   47 15:44:40       18.702415        0.056208
FIRE:   48 15:44:40       18.700620        0.037690
FIRE:   49 15:44:40       18.708762        0.209464
FIRE:   50 15:44:40       18.712503        0.244859
FIRE:   51 15:44:40       18.701663        0.111681
FIRE:   52 15:44:40       18.700379        0.083296
FIRE:   53 15:44:40       18.699988        0.072159
FIRE:   54 15:44:40       18.699410        0.051400
FIRE:   55 15:44:40       18.698947        0.023837
FIRE:   56 15:44:40       18.698840        0.009093
