      Step     Time          Energy          fmax
FIRE:    0 15:43:45       16.117575        9.106281
FIRE:    1 15:43:45       12.634469        4.618987
FIRE:    2 15:43:45       11.174860        3.945409
FIRE:    3 15:43:45       10.963228        4.098211
FIRE:    4 15:43:45       10.690534        3.655728
FIRE:    5 15:43:45       10.257040        3.520169
FIRE:    6 15:43:45        9.808810        3.366553
FIRE:    7 15:43:45        9.436087        3.216839
FIRE:    8 15:43:45        9.130316        3.066604
FIRE:    9 15:43:45        8.817542        2.894378
FIRE:   10 15:43:46        8.436800        2.682294
FIRE:   11 15:43:46        7.937191        2.400440
FIRE:   12 15:43:46        7.379996        2.058188
FIRE:   13 15:43:46        6.886246        1.686639
FIRE:   14 15:43:46        6.524192        1.314888
FIRE:   15 15:43:46        6.246319        0.970607
FIRE:   16 15:43:46        5.982853        1.011627
FIRE:   17 15:43:46        5.769374        1.082360
FIRE:   18 15:43:46        5.647993        1.123743
FIRE:   19 15:43:46        5.587844        1.145940
FIRE:   20 15:43:46        5.523516        1.161542
FIRE:   21 15:43:46        5.427857        1.174225
FIRE:   22 15:43:46        5.314765        1.177088
FIRE:   23 15:43:46        5.190928        1.159851
FIRE:   24 15:43:46        5.040345        1.116982
FIRE:   25 15:43:46        4.849265        1.051963
FIRE:   26 15:43:46        4.620629        0.991000
FIRE:   27 15:43:46        4.364334        0.958318
FIRE:   28 15:43:46        4.087688        0.965565
FIRE:   29 15:43:46        3.797459        1.012068
FIRE:   30 15:43:46        3.502806        1.077156
FIRE:   31 15:43:47        3.212867        1.142063
FIRE:   32 15:43:47        2.929975        1.190074
FIRE:   33 15:43:47        2.652683        1.211476
FIRE:   34 15:43:47        2.380284        1.207985
FIRE:   35 15:43:47        2.115760        1.175994
FIRE:   36 15:43:47        1.864979        1.115378
FIRE:   37 15:43:47        1.633979        1.028197
FIRE:   38 15:43:47        1.430057        0.919143
FIRE:   39 15:43:47        1.258937        0.785821
FIRE:   40 15:43:47        1.123860        0.630292
FIRE:   41 15:43:47        1.019772        0.466782
FIRE:   42 15:43:47        0.933170        0.434739
FIRE:   43 15:43:47        0.847277        0.443403
FIRE:   44 15:43:47        0.747893        0.432066
FIRE:   45 15:43:47        0.629615        0.400247
FIRE:   46 15:43:48        0.498110        0.350798
FIRE:   47 15:43:48        0.364859        0.292810
FIRE:   48 15:43:48        0.239226        0.229952
FIRE:   49 15:43:48        0.129191        0.209504
FIRE:   50 15:43:48        0.040435        0.173722
FIRE:   51 15:43:48       -0.021610        0.168761
FIRE:   52 15:43:48       -0.050140        0.165070
FIRE:   53 15:43:48       -0.039669        0.120630
FIRE:   54 15:43:48       -0.061316        0.079728
FIRE:   55 15:43:48       -0.067003        0.089824
FIRE:   56 15:43:48       -0.069075        0.048403
FIRE:   57 15:43:48       -0.069867        0.061780
FIRE:   58 15:43:48       -0.070244        0.050601
FIRE:   59 15:43:48       -0.070724        0.034542
FIRE:   60 15:43:48       -0.071008        0.032019
FIRE:   61 15:43:48       -0.071081        0.036521
FIRE:   62 15:43:48       -0.071114        0.034740
FIRE:   63 15:43:48       -0.071176        0.031283
FIRE:   64 15:43:48       -0.071256        0.028005
FIRE:   65 15:43:48       -0.071343        0.027460
FIRE:   66 15:43:48       -0.071427        0.026785
FIRE:   67 15:43:48       -0.071501        0.025983
FIRE:   68 15:43:48       -0.071567        0.025136
FIRE:   69 15:43:48       -0.071636        0.025641
FIRE:   70 15:43:48       -0.071720        0.026215
FIRE:   71 15:43:49       -0.071831        0.026843
FIRE:   72 15:43:49       -0.071978        0.027496
FIRE:   73 15:43:49       -0.072152        0.028122
FIRE:   74 15:43:49       -0.072331        0.028625
FIRE:   75 15:43:49       -0.072502        0.028853
FIRE:   76 15:43:49       -0.072691        0.028659
FIRE:   77 15:43:49       -0.072928        0.027885
FIRE:   78 15:43:49       -0.073188        0.026262
FIRE:   79 15:43:49       -0.073430        0.023402
FIRE:   80 15:43:49       -0.073692        0.019289
FIRE:   81 15:43:49       -0.073946        0.013896
FIRE:   82 15:43:49       -0.074125        0.008139
