      Step     Time          Energy          fmax
FIRE:    0 15:21:05      249.908290       80.763881
FIRE:    1 15:21:06      207.379028       67.082017
FIRE:    2 15:21:06      172.202784       58.643142
FIRE:    3 15:21:06      143.088707       50.109297
FIRE:    4 15:21:06      119.078661       41.950673
FIRE:    5 15:21:06       99.379063       34.499136
FIRE:    6 15:21:06       83.284276       27.953582
FIRE:    7 15:21:06       70.155408       22.393395
FIRE:    8 15:21:06       59.426594       17.799153
FIRE:    9 15:21:06       50.634642       16.142773
FIRE:   10 15:21:06       43.429985       14.719563
FIRE:   11 15:21:06       37.568644       13.372155
FIRE:   12 15:21:06       32.876657       12.117714
FIRE:   13 15:21:06       29.209696       10.972991
FIRE:   14 15:21:06       26.419025        9.944569
FIRE:   15 15:21:06       24.340822        9.011508
FIRE:   16 15:21:06       22.820266        8.143043
FIRE:   17 15:21:06       21.719973        7.331493
FIRE:   18 15:21:06       20.866526        6.588768
FIRE:   19 15:21:06       19.993847        6.546560
FIRE:   20 15:21:06       18.826877        7.033504
FIRE:   21 15:21:06       17.298690        6.187083
FIRE:   22 15:21:06       15.612789        4.562448
FIRE:   23 15:21:06       14.045168        3.823879
FIRE:   24 15:21:06       12.760619        3.307369
FIRE:   25 15:21:06       11.795818        2.780381
FIRE:   26 15:21:07       11.117146        2.257316
FIRE:   27 15:21:07       10.650751        1.751910
FIRE:   28 15:21:07       10.316841        1.370607
FIRE:   29 15:21:07       10.068788        1.322773
FIRE:   30 15:21:07        9.888232        1.194965
FIRE:   31 15:21:07        9.748673        1.043352
FIRE:   32 15:21:07        9.606334        1.001643
FIRE:   33 15:21:07        9.429070        1.057925
FIRE:   34 15:21:07        9.214961        1.154257
FIRE:   35 15:21:07        8.983643        1.210014
FIRE:   36 15:21:07        8.755517        1.213549
FIRE:   37 15:21:07        8.560512        1.143927
FIRE:   38 15:21:07        8.460413        0.968008
FIRE:   39 15:21:07        8.249822        1.233994
FIRE:   40 15:21:07        7.914695        0.742716
FIRE:   41 15:21:07        7.660873        0.882093
FIRE:   42 15:21:07        7.401887        0.609818
FIRE:   43 15:21:07        7.253864        0.723513
FIRE:   44 15:21:07        7.192453        0.542235
FIRE:   45 15:21:07        7.121673        0.481479
FIRE:   46 15:21:08        7.052884        0.475688
