      Step     Time          Energy          fmax
FIRE:    0 15:50:34      133.907073       70.055053
FIRE:    1 15:50:35      110.337329       37.520000
FIRE:    2 15:50:35       98.604327       21.512402
FIRE:    3 15:50:35       95.891321       35.745024
FIRE:    4 15:50:35       85.422933       16.396744
FIRE:    5 15:50:35       78.631174       24.491356
FIRE:    6 15:50:35       68.808104       23.745044
FIRE:    7 15:50:35       58.287150       19.035707
FIRE:    8 15:50:35       48.884554       15.994508
FIRE:    9 15:50:35       40.725864       15.094328
FIRE:   10 15:50:35       33.511580       14.146334
FIRE:   11 15:50:35       27.158259       12.119429
FIRE:   12 15:50:35       21.801052        9.388991
FIRE:   13 15:50:35       17.548555        6.608016
FIRE:   14 15:50:35       14.369298        4.208504
FIRE:   15 15:50:35       12.123218        3.696281
FIRE:   16 15:50:35       10.629536        3.142145
FIRE:   17 15:50:35        9.711571        2.563087
FIRE:   18 15:50:35        9.212692        1.993031
FIRE:   19 15:50:35        8.994708        2.538471
FIRE:   20 15:50:35        8.931504        3.094181
FIRE:   21 15:50:35        8.754166        2.869485
FIRE:   22 15:50:35        8.446946        2.457079
FIRE:   23 15:50:35        8.086001        1.914579
FIRE:   24 15:50:35        7.750436        1.296838
FIRE:   25 15:50:35        7.502122        0.661776
FIRE:   26 15:50:36        7.372734        0.760241
FIRE:   27 15:50:36        7.346351        0.912000
FIRE:   28 15:50:36        7.340958        0.903415
FIRE:   29 15:50:36        7.330462        0.886357
FIRE:   30 15:50:36        7.315418        0.861052
FIRE:   31 15:50:36        7.296587        0.827834
FIRE:   32 15:50:36        7.274865        0.787143
FIRE:   33 15:50:36        7.251198        0.739531
FIRE:   34 15:50:36        7.226498        0.685662
FIRE:   35 15:50:36        7.198947        0.619757
FIRE:   36 15:50:36        7.169202        0.540607
FIRE:   37 15:50:36        7.138011        0.460444
FIRE:   38 15:50:36        7.105887        0.440003
FIRE:   39 15:50:36        7.072642        0.418055
FIRE:   40 15:50:36        7.036974        0.395132
FIRE:   41 15:50:36        6.996381        0.398056
FIRE:   42 15:50:36        6.947570        0.408065
FIRE:   43 15:50:36        6.887323        0.423981
FIRE:   44 15:50:36        6.813710        0.461908
FIRE:   45 15:50:36        6.727427        0.490554
FIRE:   46 15:50:36        6.632213        0.501390
FIRE:   47 15:50:36        6.532563        0.485301
FIRE:   48 15:50:36        6.432054        0.433051
FIRE:   49 15:50:36        6.343899        0.339498
FIRE:   50 15:50:36        6.290891        0.662398
FIRE:   51 15:50:36        6.231308        0.763559
FIRE:   52 15:50:37        6.132518        0.410358
FIRE:   53 15:50:37        6.072527        0.769727
FIRE:   54 15:50:37        6.037578        0.605181
FIRE:   55 15:50:37        5.984369        0.497816
FIRE:   56 15:50:37        5.928978        0.522034
FIRE:   57 15:50:37        5.871065        0.563164
FIRE:   58 15:50:37        5.796001        0.613641
FIRE:   59 15:50:37        5.690622        0.663508
FIRE:   60 15:50:37        5.552675        0.704060
FIRE:   61 15:50:37        5.367893        0.724312
FIRE:   62 15:50:37        5.134846        0.677762
FIRE:   63 15:50:37        4.877878        0.468774
FIRE:   64 15:50:37        4.745999        0.453574
FIRE:   65 15:50:37        4.737363        0.442043
FIRE:   66 15:50:37        4.722416        0.419806
FIRE:   67 15:50:37        4.704918        0.388308
FIRE:   68 15:50:37        4.688614        0.349354
FIRE:   69 15:50:37        4.675734        0.305051
FIRE:   70 15:50:37        4.666032        0.258271
FIRE:   71 15:50:37        4.657365        0.248652
FIRE:   72 15:50:38        4.646455        0.266568
FIRE:   73 15:50:38        4.632208        0.229486
FIRE:   74 15:50:38        4.616615        0.139517
FIRE:   75 15:50:38        4.604818        0.118539
FIRE:   76 15:50:38        4.599537        0.164795
FIRE:   77 15:50:38        4.595443        0.202408
FIRE:   78 15:50:38        4.587745        0.161510
FIRE:   79 15:50:38        4.581453        0.122386
FIRE:   80 15:50:38        4.579784        0.148451
FIRE:   81 15:50:38        4.578350        0.129035
FIRE:   82 15:50:38        4.576112        0.094825
FIRE:   83 15:50:38        4.573965        0.068813
FIRE:   84 15:50:38        4.572525        0.059232
FIRE:   85 15:50:38        4.571710        0.081548
FIRE:   86 15:50:38        4.570952        0.093083
FIRE:   87 15:50:38        4.569858        0.090953
FIRE:   88 15:50:38        4.568374        0.067246
FIRE:   89 15:50:38        4.567133        0.044090
FIRE:   90 15:50:38        4.566875        0.051936
FIRE:   91 15:50:38        4.566814        0.048752
FIRE:   92 15:50:39        4.566706        0.042715
FIRE:   93 15:50:39        4.566576        0.034552
FIRE:   94 15:50:39        4.566450        0.025647
FIRE:   95 15:50:39        4.566351        0.021228
FIRE:   96 15:50:39        4.566287        0.020458
FIRE:   97 15:50:39        4.566248        0.022340
FIRE:   98 15:50:39        4.566210        0.026641
FIRE:   99 15:50:39        4.566152        0.028144
FIRE:  100 15:50:39        4.566061        0.025269
FIRE:  101 15:50:39        4.565950        0.017611
FIRE:  102 15:50:39        4.565855        0.012475
FIRE:  103 15:50:39        4.565805        0.013953
FIRE:  104 15:50:39        4.565768        0.020035
FIRE:  105 15:50:39        4.565688        0.017692
FIRE:  106 15:50:39        4.565591        0.011480
FIRE:  107 15:50:39        4.565576        0.014108
FIRE:  108 15:50:39        4.565568        0.012542
FIRE:  109 15:50:39        4.565555        0.009699
