      Step     Time          Energy          fmax
FIRE:    0 15:50:17      161.263787       70.512894
FIRE:    1 15:50:17      125.516920       54.474353
FIRE:    2 15:50:17       97.947000       41.637489
FIRE:    3 15:50:17       76.903922       31.419552
FIRE:    4 15:50:17       61.039109       23.329850
FIRE:    5 15:50:17       49.254835       16.967064
FIRE:    6 15:50:17       40.656989       12.002946
FIRE:    7 15:50:17       34.516362        8.171546
FIRE:    8 15:50:17       30.233214        6.607406
FIRE:    9 15:50:17       27.308891        6.121656
FIRE:   10 15:50:17       25.324472        5.736140
FIRE:   11 15:50:17       23.933764        5.407464
FIRE:   12 15:50:17       22.868625        5.105913
FIRE:   13 15:50:17       21.935998        4.818047
FIRE:   14 15:50:17       21.023783        4.518030
FIRE:   15 15:50:17       20.088282        4.198870
FIRE:   16 15:50:17       19.126794        3.866241
FIRE:   17 15:50:17       18.158691        3.524312
FIRE:   18 15:50:17       17.211946        3.178903
FIRE:   19 15:50:17       16.311834        2.839204
FIRE:   20 15:50:17       15.477226        2.507007
FIRE:   21 15:50:18       14.722566        2.181486
FIRE:   22 15:50:18       14.057225        1.863990
FIRE:   23 15:50:18       13.486132        1.556439
FIRE:   24 15:50:18       13.010738        1.261406
FIRE:   25 15:50:18       12.629395        0.983214
FIRE:   26 15:50:18       12.337953        0.723506
FIRE:   27 15:50:18       12.131973        0.478098
FIRE:   28 15:50:18       12.007947        0.243938
FIRE:   29 15:50:18       11.962473        0.021145
FIRE:   30 15:50:18       11.991423        0.189332
FIRE:   31 15:50:18       11.973186        0.121400
FIRE:   32 15:50:18       11.958725        0.045611
FIRE:   33 15:50:18       11.954990        0.100795
FIRE:   34 15:50:18       11.949520        0.108806
FIRE:   35 15:50:18       11.937197        0.132931
FIRE:   36 15:50:18       11.914131        0.171684
FIRE:   37 15:50:18       11.871605        0.227175
FIRE:   38 15:50:18       11.792841        0.299134
FIRE:   39 15:50:18       11.650992        0.378212
FIRE:   40 15:50:18       11.420634        0.429789
FIRE:   41 15:50:18       11.181408        0.396465
FIRE:   42 15:50:18       10.993006        0.242365
FIRE:   43 15:50:18       10.932338        0.062285
FIRE:   44 15:50:19       10.931659        0.054833
FIRE:   45 15:50:19       10.930597        0.041035
FIRE:   46 15:50:19       10.929597        0.023440
FIRE:   47 15:50:19       10.929033        0.022999
FIRE:   48 15:50:19       10.929005        0.020361
FIRE:   49 15:50:19       10.928989        0.020075
FIRE:   50 15:50:19       10.928957        0.019510
FIRE:   51 15:50:19       10.928914        0.018672
FIRE:   52 15:50:19       10.928862        0.017576
FIRE:   53 15:50:19       10.928807        0.016238
FIRE:   54 15:50:19       10.928754        0.014677
FIRE:   55 15:50:19       10.928706        0.012914
FIRE:   56 15:50:20       10.928665        0.010762
FIRE:   57 15:50:20       10.928634        0.008197
