      Step     Time          Energy          fmax
FIRE:    0 12:14:43      196.868481       92.261445
FIRE:    1 12:14:43      160.373451       49.694625
FIRE:    2 12:14:43      136.412012       43.025370
FIRE:    3 12:14:44      116.975654       43.137040
FIRE:    4 12:14:44       99.504114       37.573221
FIRE:    5 12:14:44       84.382727       29.110172
FIRE:    6 12:14:44       72.114315       21.548812
FIRE:    7 12:14:44       62.518172       16.574625
FIRE:    8 12:14:44       54.997517       13.959651
FIRE:    9 12:14:45       48.957228       13.686852
FIRE:   10 12:14:45       43.986644       12.649066
FIRE:   11 12:14:45       39.837178       11.059502
FIRE:   12 12:14:45       36.304529       10.868579
FIRE:   13 12:14:45       33.152810       10.868834
FIRE:   14 12:14:45       30.152306       10.599764
FIRE:   15 12:14:45       27.183134        9.725859
FIRE:   16 12:14:45       24.291520        8.223685
FIRE:   17 12:14:45       21.635125        6.440667
FIRE:   18 12:14:46       19.374352        5.847483
FIRE:   19 12:14:46       17.591510        5.344918
FIRE:   20 12:14:46       16.237268        4.928043
FIRE:   21 12:14:46       15.105308        4.501143
FIRE:   22 12:14:46       13.954040        4.809914
FIRE:   23 12:14:46       12.692848        4.355807
FIRE:   24 12:14:46       11.424236        3.348308
FIRE:   25 12:14:46       10.296262        2.458862
FIRE:   26 12:14:47        9.373949        1.994003
FIRE:   27 12:14:47        8.650758        1.757388
FIRE:   28 12:14:47        8.117649        1.550180
FIRE:   29 12:14:47        7.782341        1.449197
FIRE:   30 12:14:47        7.641583        1.611762
FIRE:   31 12:14:47        7.151584        0.802577
FIRE:   32 12:14:47        7.011955        1.317212
FIRE:   33 12:14:47        6.835027        0.682379
FIRE:   34 12:14:47        6.801625        0.493841
FIRE:   35 12:14:48        6.757750        0.442466
FIRE:   36 12:14:48        6.721374        0.386286
FIRE:   37 12:14:48        6.685292        0.509197
FIRE:   38 12:14:48        6.638693        0.432098
FIRE:   39 12:14:48        6.590771        0.276368
FIRE:   40 12:14:48        6.553760        0.264970
FIRE:   41 12:14:48        6.517738        0.343526
FIRE:   42 12:14:48        6.471776        0.241178
FIRE:   43 12:14:48        6.424608        0.272731
FIRE:   44 12:14:48        6.381808        0.277677
FIRE:   45 12:14:49        6.325533        0.238415
FIRE:   46 12:14:49        6.265791        0.195051
FIRE:   47 12:14:49        6.222785        0.331807
FIRE:   48 12:14:49        6.170264        0.262043
FIRE:   49 12:14:50        6.123457        0.268201
FIRE:   50 12:14:50        6.086678        0.313426
FIRE:   51 12:14:50        6.076618        0.376979
FIRE:   52 12:14:50        6.060539        0.342404
FIRE:   53 12:14:50        6.041592        0.302454
FIRE:   54 12:14:51        6.024862        0.275186
FIRE:   55 12:14:51        6.006359        0.243170
FIRE:   56 12:14:51        5.987065        0.219764
FIRE:   57 12:14:51        5.968402        0.262040
FIRE:   58 12:14:51        5.946947        0.302135
FIRE:   59 12:14:51        5.920092        0.336303
FIRE:   60 12:14:52        5.891421        0.353807
FIRE:   61 12:14:52        5.855899        0.357033
FIRE:   62 12:14:52        5.808097        0.354139
FIRE:   63 12:14:52        5.746495        0.338496
FIRE:   64 12:14:52        5.671315        0.307902
FIRE:   65 12:14:52        5.593886        0.292638
FIRE:   66 12:14:52        5.512974        0.307440
FIRE:   67 12:14:52        5.428873        0.334105
FIRE:   68 12:14:52        5.343674        0.353379
FIRE:   69 12:14:52        5.257309        0.367373
FIRE:   70 12:14:53        5.167211        0.389317
FIRE:   71 12:14:53        5.074181        0.409442
FIRE:   72 12:14:53        4.978828        0.417327
FIRE:   73 12:14:53        4.882463        0.417502
FIRE:   74 12:14:53        4.785871        0.417929
FIRE:   75 12:14:53        4.689468        0.418688
FIRE:   76 12:14:53        4.593584        0.413423
FIRE:   77 12:14:53        4.499756        0.390117
