      Step     Time          Energy          fmax
FIRE:    0 15:48:49        0.971230        1.187128
FIRE:    1 15:48:49        0.929322        1.166345
FIRE:    2 15:48:49        0.848437        1.124786
FIRE:    3 15:48:49        0.734314        1.062356
FIRE:    4 15:48:49        0.595272        0.978644
FIRE:    5 15:48:50        0.441928        0.872776
FIRE:    6 15:48:50        0.286815        0.743857
FIRE:    7 15:48:50        0.143669        0.592202
FIRE:    8 15:48:50        0.015854        0.401035
FIRE:    9 15:48:50       -0.069710        0.167001
FIRE:   10 15:48:50       -0.079664        0.110737
FIRE:   11 15:48:50       -0.079826        0.109500
FIRE:   12 15:48:50       -0.080143        0.107042
FIRE:   13 15:48:50       -0.080600        0.103390
FIRE:   14 15:48:51       -0.081178        0.098589
FIRE:   15 15:48:51       -0.081851        0.092695
FIRE:   16 15:48:51       -0.082588        0.085777
FIRE:   17 15:48:51       -0.083358        0.077915
FIRE:   18 15:48:51       -0.084205        0.068236
FIRE:   19 15:48:51       -0.085084        0.056504
FIRE:   20 15:48:51       -0.085916        0.042526
FIRE:   21 15:48:52       -0.086594        0.026189
FIRE:   22 15:48:52       -0.086974        0.007532
