      Step     Time          Energy          fmax
FIRE:    0 15:06:16      365.712513      215.420262
FIRE:    1 15:06:16      270.529882      147.070331
FIRE:    2 15:06:16      201.478879       99.275109
FIRE:    3 15:06:16      151.543892       68.116789
FIRE:    4 15:06:16      115.495303       56.519487
FIRE:    5 15:06:16       89.517290       45.905607
FIRE:    6 15:06:16       70.867240       36.459744
FIRE:    7 15:06:16       57.578581       28.330833
FIRE:    8 15:06:16       48.201192       21.634663
FIRE:    9 15:06:17       41.631042       16.526133
FIRE:   10 15:06:17       36.963531       13.201713
FIRE:   11 15:06:17       33.423504       11.632162
FIRE:   12 15:06:17       30.368994       11.186979
FIRE:   13 15:06:17       27.362604       10.971612
FIRE:   14 15:06:17       24.246228       10.493814
FIRE:   15 15:06:17       21.108962        9.750932
FIRE:   16 15:06:17       18.140389        8.922577
FIRE:   17 15:06:17       15.493577        8.094480
FIRE:   18 15:06:17       13.243662        7.207894
FIRE:   19 15:06:17       11.418638        6.182369
FIRE:   20 15:06:18       10.031960        5.047351
FIRE:   21 15:06:18        9.074001        4.018459
FIRE:   22 15:06:18        8.471184        4.528934
FIRE:   23 15:06:18        8.061543        5.540245
FIRE:   24 15:06:18        7.638435        6.012113
FIRE:   25 15:06:18        7.062236        5.709969
FIRE:   26 15:06:18        6.359094        4.595007
FIRE:   27 15:06:18        5.707406        2.792118
FIRE:   28 15:06:18        5.332176        1.496261
FIRE:   29 15:06:18        5.409089        2.818033
FIRE:   30 15:06:18        4.975134        1.275221
FIRE:   31 15:06:18        4.601675        1.176266
FIRE:   32 15:06:18        4.324270        0.635655
FIRE:   33 15:06:18        4.237341        0.914248
FIRE:   34 15:06:18        4.067962        0.642812
FIRE:   35 15:06:18        3.938996        0.632585
FIRE:   36 15:06:18        3.829352        0.579404
FIRE:   37 15:06:18        3.675234        0.453331
FIRE:   38 15:06:18        3.570214        0.769596
FIRE:   39 15:06:18        3.549986        0.470369
FIRE:   40 15:06:18        3.534954        0.425778
FIRE:   41 15:06:18        3.510135        0.346233
FIRE:   42 15:06:19        3.483406        0.251774
FIRE:   43 15:06:19        3.461525        0.175413
FIRE:   44 15:06:19        3.447243        0.148887
FIRE:   45 15:06:19        3.439160        0.160981
FIRE:   46 15:06:19        3.434573        0.221576
FIRE:   47 15:06:19        3.431427        0.269882
FIRE:   48 15:06:19        3.428445        0.302628
FIRE:   49 15:06:19        3.422591        0.319565
FIRE:   50 15:06:19        3.410197        0.321527
FIRE:   51 15:06:19        3.390868        0.307761
FIRE:   52 15:06:19        3.369408        0.275049
FIRE:   53 15:06:19        3.351267        0.222852
FIRE:   54 15:06:19        3.334975        0.165444
FIRE:   55 15:06:19        3.308150        0.188703
FIRE:   56 15:06:19        3.267447        0.180088
FIRE:   57 15:06:19        3.217262        0.175105
FIRE:   58 15:06:19        3.167885        0.223411
FIRE:   59 15:06:19        3.123216        0.225043
FIRE:   60 15:06:19        3.074203        0.188931
FIRE:   61 15:06:19        3.024950        0.140298
FIRE:   62 15:06:19        2.979791        0.155331
FIRE:   63 15:06:19        2.944347        0.180891
