      Step     Time          Energy          fmax
FIRE:    0 15:27:22      177.167791       62.746772
FIRE:    1 15:27:22      149.300219       45.931724
FIRE:    2 15:27:22      128.316027       35.569283
FIRE:    3 15:27:22      112.180088       31.552988
FIRE:    4 15:27:22       98.576371       30.719934
FIRE:    5 15:27:22       86.123424       27.836353
FIRE:    6 15:27:22       74.724804       22.289261
FIRE:    7 15:27:22       64.774583       18.803165
FIRE:    8 15:27:22       56.426703       19.472883
FIRE:    9 15:27:22       49.509290       19.282203
FIRE:   10 15:27:22       43.650726       18.353212
FIRE:   11 15:27:22       38.458609       16.772831
FIRE:   12 15:27:22       33.643763       14.640418
FIRE:   13 15:27:22       29.096327       12.085556
FIRE:   14 15:27:22       24.891870       10.696887
FIRE:   15 15:27:22       21.212686        8.803694
FIRE:   16 15:27:22       18.227955        6.683998
FIRE:   17 15:27:22       15.993202        5.092257
FIRE:   18 15:27:22       14.393718        4.493381
FIRE:   19 15:27:22       13.176594        3.914363
FIRE:   20 15:27:23       12.086518        4.413514
FIRE:   21 15:27:23       10.994657        4.203716
FIRE:   22 15:27:23        9.932320        3.304868
FIRE:   23 15:27:23        9.010198        2.344711
FIRE:   24 15:27:23        8.309932        1.838919
FIRE:   25 15:27:23        7.836143        1.595466
FIRE:   26 15:27:23        7.534607        1.518297
FIRE:   27 15:27:23        7.346891        1.322086
FIRE:   28 15:27:23        7.243814        0.983494
FIRE:   29 15:27:23        7.217571        0.781602
FIRE:   30 15:27:23        6.895189        0.824233
FIRE:   31 15:27:23        6.714223        0.638911
FIRE:   32 15:27:23        6.557276        0.764837
FIRE:   33 15:27:23        6.345938        0.871812
FIRE:   34 15:27:23        6.150907        0.678069
FIRE:   35 15:27:23        5.997944        0.573739
FIRE:   36 15:27:23        5.859941        0.480713
FIRE:   37 15:27:23        5.716526        0.400438
FIRE:   38 15:27:23        5.577175        0.363448
FIRE:   39 15:27:23        5.447238        0.317983
FIRE:   40 15:27:24        5.322198        0.389001
FIRE:   41 15:27:24        5.210099        0.461968
FIRE:   42 15:27:24        5.109976        0.501995
FIRE:   43 15:27:24        5.042787        0.463721
FIRE:   44 15:27:24        5.024788        0.723178
FIRE:   45 15:27:24        4.939778        0.373171
FIRE:   46 15:27:24        4.913629        0.333560
FIRE:   47 15:27:24        4.904609        0.371422
FIRE:   48 15:27:24        4.897287        0.318659
FIRE:   49 15:27:24        4.888485        0.319756
FIRE:   50 15:27:24        4.883300        0.317544
FIRE:   51 15:27:24        4.879983        0.310780
FIRE:   52 15:27:24        4.873288        0.300434
FIRE:   53 15:27:24        4.861891        0.287158
FIRE:   54 15:27:24        4.849411        0.270726
FIRE:   55 15:27:24        4.838806        0.248757
FIRE:   56 15:27:24        4.828664        0.223448
FIRE:   57 15:27:24        4.813772        0.197772
FIRE:   58 15:27:25        4.797934        0.169844
FIRE:   59 15:27:25        4.786774        0.161380
FIRE:   60 15:27:25        4.773789        0.092570
FIRE:   61 15:27:25        4.767050        0.136034
FIRE:   62 15:27:25        4.766231        0.103663
FIRE:   63 15:27:25        4.765280        0.046884
FIRE:   64 15:27:25        4.764945        0.042748
FIRE:   65 15:27:25        4.764930        0.042649
FIRE:   66 15:27:25        4.764901        0.042451
FIRE:   67 15:27:25        4.764861        0.042153
FIRE:   68 15:27:25        4.764810        0.041755
FIRE:   69 15:27:25        4.764752        0.041254
FIRE:   70 15:27:25        4.764688        0.040648
FIRE:   71 15:27:25        4.764617        0.039934
FIRE:   72 15:27:25        4.764531        0.039018
FIRE:   73 15:27:25        4.764426        0.037857
FIRE:   74 15:27:25        4.764296        0.036969
FIRE:   75 15:27:25        4.764136        0.036649
FIRE:   76 15:27:25        4.763945        0.036215
FIRE:   77 15:27:25        4.763726        0.035581
FIRE:   78 15:27:25        4.763480        0.034617
FIRE:   79 15:27:25        4.763204        0.033156
FIRE:   80 15:27:26        4.762896        0.031017
FIRE:   81 15:27:26        4.762572        0.028016
FIRE:   82 15:27:26        4.762252        0.024022
FIRE:   83 15:27:26        4.761950        0.019017
FIRE:   84 15:27:26        4.761706        0.012772
FIRE:   85 15:27:26        4.761553        0.005076
