      Step     Time          Energy          fmax
FIRE:    0 15:49:11       53.361506       22.827915
FIRE:    1 15:49:11       45.797357       15.764421
FIRE:    2 15:49:11       40.189126       11.996704
FIRE:    3 15:49:11       35.961212       10.812808
FIRE:    4 15:49:11       32.645201        9.766482
FIRE:    5 15:49:11       29.826209        8.809826
FIRE:    6 15:49:11       27.167425        7.910302
FIRE:    7 15:49:11       24.482645        7.053420
FIRE:    8 15:49:11       21.756441        6.221364
FIRE:    9 15:49:11       19.095865        5.410218
FIRE:   10 15:49:11       16.614984        4.621061
FIRE:   11 15:49:11       14.383079        3.857572
FIRE:   12 15:49:12       12.434271        3.128454
FIRE:   13 15:49:12       10.789581        2.448045
FIRE:   14 15:49:12        9.465917        2.181003
FIRE:   15 15:49:12        8.475999        1.800735
FIRE:   16 15:49:12        7.832393        1.736195
FIRE:   17 15:49:12        7.556961        1.462826
FIRE:   18 15:49:12        7.667681        2.293781
FIRE:   19 15:49:12        7.329096        0.925149
FIRE:   20 15:49:12        7.229980        0.821381
FIRE:   21 15:49:12        7.212809        0.730219
FIRE:   22 15:49:12        7.184328        0.558906
FIRE:   23 15:49:12        7.153068        0.393826
FIRE:   24 15:49:12        7.125354        0.390280
FIRE:   25 15:49:13        7.101347        0.423988
FIRE:   26 15:49:13        7.075815        0.537558
FIRE:   27 15:49:13        7.043745        0.555498
FIRE:   28 15:49:13        7.000319        0.470659
FIRE:   29 15:49:13        6.949965        0.401583
FIRE:   30 15:49:13        6.902292        0.399610
FIRE:   31 15:49:13        6.862490        0.402655
FIRE:   32 15:49:13        6.825758        0.399850
FIRE:   33 15:49:13        6.789895        0.376081
FIRE:   34 15:49:13        6.764713        0.323456
FIRE:   35 15:49:13        6.753858        0.273595
FIRE:   36 15:49:13        6.751797        0.248607
FIRE:   37 15:49:13        6.748315        0.223775
FIRE:   38 15:49:13        6.744423        0.208527
FIRE:   39 15:49:13        6.741082        0.189586
FIRE:   40 15:49:13        6.738787        0.167223
FIRE:   41 15:49:13        6.737383        0.141894
FIRE:   42 15:49:13        6.736354        0.130187
FIRE:   43 15:49:13        6.735219        0.113788
FIRE:   44 15:49:13        6.734025        0.097320
FIRE:   45 15:49:13        6.733273        0.062005
FIRE:   46 15:49:13        6.733391        0.068393
FIRE:   47 15:49:13        6.733275        0.066424
FIRE:   48 15:49:13        6.733052        0.062573
FIRE:   49 15:49:14        6.732741        0.057022
FIRE:   50 15:49:14        6.732364        0.054176
FIRE:   51 15:49:14        6.731949        0.051213
FIRE:   52 15:49:14        6.731520        0.047796
FIRE:   53 15:49:14        6.731099        0.044002
FIRE:   54 15:49:14        6.730663        0.039486
FIRE:   55 15:49:14        6.730229        0.040190
FIRE:   56 15:49:14        6.729819        0.048749
FIRE:   57 15:49:14        6.729452        0.057054
FIRE:   58 15:49:14        6.729143        0.064053
FIRE:   59 15:49:14        6.728886        0.068525
FIRE:   60 15:49:14        6.728631        0.069420
FIRE:   61 15:49:14        6.728287        0.065978
FIRE:   62 15:49:14        6.727798        0.057615
FIRE:   63 15:49:14        6.727218        0.043958
FIRE:   64 15:49:14        6.726719        0.025109
FIRE:   65 15:49:14        6.726478        0.015827
FIRE:   66 15:49:14        6.726591        0.022039
FIRE:   67 15:49:14        6.726572        0.020359
FIRE:   68 15:49:14        6.726537        0.017179
FIRE:   69 15:49:14        6.726494        0.012851
FIRE:   70 15:49:14        6.726451        0.009669
