      Step     Time          Energy          fmax
FIRE:    0 15:06:11      119.307350       58.308726
FIRE:    1 15:06:11       93.845165       40.806810
FIRE:    2 15:06:11       75.303396       27.476753
FIRE:    3 15:06:11       62.463135       17.375453
FIRE:    4 15:06:11       54.303263       12.789451
FIRE:    5 15:06:11       49.385452       17.704441
FIRE:    6 15:06:11       45.542372       24.652426
FIRE:    7 15:06:11       41.002081       22.933749
FIRE:    8 15:06:11       35.762615       14.493566
FIRE:    9 15:06:11       31.148608       10.834981
FIRE:   10 15:06:11       28.029298       10.466950
FIRE:   11 15:06:11       26.237963       10.326874
FIRE:   12 15:06:11       25.071078       10.588962
FIRE:   13 15:06:11       23.938087        9.863927
FIRE:   14 15:06:11       22.613504        9.407917
FIRE:   15 15:06:11       21.145104        8.878514
FIRE:   16 15:06:11       19.534257        8.271331
FIRE:   17 15:06:11       17.619448        8.096371
FIRE:   18 15:06:11       15.488871        6.529075
FIRE:   19 15:06:11       13.589856        5.588965
FIRE:   20 15:06:11       12.190575        4.808516
FIRE:   21 15:06:11       11.178471        4.164623
FIRE:   22 15:06:12       10.340534        3.576655
FIRE:   23 15:06:12        9.575457        3.019807
FIRE:   24 15:06:12        8.890850        2.518903
FIRE:   25 15:06:12        8.320096        2.084268
FIRE:   26 15:06:12        7.851341        1.856310
FIRE:   27 15:06:12        7.461230        1.431142
FIRE:   28 15:06:12        7.177977        0.856714
FIRE:   29 15:06:12        7.025736        0.734750
FIRE:   30 15:06:12        6.967527        0.981979
FIRE:   31 15:06:12        6.964924        0.746311
FIRE:   32 15:06:12        6.983077        3.695570
FIRE:   33 15:06:12        6.953441        2.767318
FIRE:   34 15:06:12        6.771852        1.311557
FIRE:   35 15:06:12        6.744420        1.363154
FIRE:   36 15:06:12        6.729175        1.086996
FIRE:   37 15:06:12        6.708318        0.619994
FIRE:   38 15:06:12        6.692773        0.474671
FIRE:   39 15:06:12        6.686025        0.455127
FIRE:   40 15:06:12        6.682312        0.699104
FIRE:   41 15:06:12        6.674001        0.827767
FIRE:   42 15:06:12        6.657901        0.776926
FIRE:   43 15:06:12        6.633705        0.529686
FIRE:   44 15:06:12        6.608378        0.387244
FIRE:   45 15:06:12        6.589539        0.435967
FIRE:   46 15:06:12        6.569150        0.707193
FIRE:   47 15:06:12        6.533011        0.486070
FIRE:   48 15:06:12        6.491982        0.283272
FIRE:   49 15:06:12        6.453882        0.578335
FIRE:   50 15:06:12        6.393861        0.399123
FIRE:   51 15:06:12        6.321685        0.365626
FIRE:   52 15:06:12        6.230231        0.483406
FIRE:   53 15:06:12        6.104729        0.397831
FIRE:   54 15:06:13        5.939655        0.295646
FIRE:   55 15:06:13        5.760751        0.451784
FIRE:   56 15:06:13        5.555083        0.360594
FIRE:   57 15:06:13        5.337448        0.374319
FIRE:   58 15:06:13        5.102848        0.397802
FIRE:   59 15:06:13        4.876018        0.406646
FIRE:   60 15:06:13        4.676084        0.378431
FIRE:   61 15:06:13        4.527587        0.377932
FIRE:   62 15:06:13        4.410415        0.553741
FIRE:   63 15:06:13        4.276826        0.627250
FIRE:   64 15:06:13        4.142890        0.465150
FIRE:   65 15:06:13        4.084814        0.357881
FIRE:   66 15:06:13        4.020503        0.258819
FIRE:   67 15:06:13        4.015196        0.287043
FIRE:   68 15:06:13        4.004821        0.203010
FIRE:   69 15:06:13        3.993055        0.198310
FIRE:   70 15:06:14        3.987503        0.195749
FIRE:   71 15:06:14        3.986015        0.193404
FIRE:   72 15:06:14        3.984898        0.192499
FIRE:   73 15:06:14        3.982875        0.190788
FIRE:   74 15:06:14        3.980314        0.188448
FIRE:   75 15:06:14        3.977636        0.185686
FIRE:   76 15:06:14        3.975193        0.182689
FIRE:   77 15:06:14        3.973130        0.179581
FIRE:   78 15:06:14        3.971320        0.176418
FIRE:   79 15:06:14        3.969230        0.172844
FIRE:   80 15:06:14        3.966365        0.168737
FIRE:   81 15:06:14        3.962290        0.163981
FIRE:   82 15:06:14        3.956968        0.158557
FIRE:   83 15:06:14        3.950927        0.152539
FIRE:   84 15:06:14        3.944821        0.145750
FIRE:   85 15:06:14        3.938419        0.137257
FIRE:   86 15:06:15        3.930832        0.125663
FIRE:   87 15:06:15        3.922297        0.110115
FIRE:   88 15:06:15        3.914332        0.091067
FIRE:   89 15:06:15        3.906993        0.069974
FIRE:   90 15:06:15        3.900325        0.048209
FIRE:   91 15:06:15        3.896016        0.035771
FIRE:   92 15:06:15        3.894358        0.053181
FIRE:   93 15:06:15        3.894139        0.037984
FIRE:   94 15:06:15        3.893921        0.012074
FIRE:   95 15:06:15        3.893916        0.017251
FIRE:   96 15:06:15        3.893910        0.016018
FIRE:   97 15:06:15        3.893900        0.013645
FIRE:   98 15:06:15        3.893888        0.010314
FIRE:   99 15:06:15        3.893878        0.006303
