      Step     Time          Energy          fmax
FIRE:    0 14:57:10      302.301562       96.366053
FIRE:    1 14:57:10      277.745931       64.564112
FIRE:    2 14:57:10      264.071339       69.923739
FIRE:    3 14:57:10      239.773251       62.101422
FIRE:    4 14:57:10      216.704669       60.727556
FIRE:    5 14:57:11      200.802868       59.975420
FIRE:    6 14:57:11      187.619957       58.579818
FIRE:    7 14:57:11      173.078397       55.703233
FIRE:    8 14:57:11      159.650643       52.183730
FIRE:    9 14:57:11      149.670947       49.093418
FIRE:   10 14:57:11      140.843609       46.489787
FIRE:   11 14:57:11      131.387318       44.149275
FIRE:   12 14:57:11      122.409396       42.183675
FIRE:   13 14:57:11      114.904601       40.497199
FIRE:   14 14:57:11      107.607521       38.507786
FIRE:   15 14:57:11       99.977270       36.100672
FIRE:   16 14:57:11       93.026603       33.717509
FIRE:   17 14:57:11       86.757378       31.637916
FIRE:   18 14:57:11       80.498718       29.800093
FIRE:   19 14:57:11       74.454924       28.169599
FIRE:   20 14:57:11       69.022425       26.665052
FIRE:   21 14:57:11       63.905369       25.065256
FIRE:   22 14:57:11       58.932133       23.324189
FIRE:   23 14:57:11       54.367431       21.617127
FIRE:   24 14:57:11       50.188898       20.062577
FIRE:   25 14:57:11       46.210079       18.650876
FIRE:   26 14:57:11       42.499378       17.370895
FIRE:   27 14:57:11       39.129325       16.156598
FIRE:   28 14:57:11       35.989458       14.917654
FIRE:   29 14:57:12       33.055820       13.663907
FIRE:   30 14:57:12       30.389720       12.472802
FIRE:   31 14:57:12       27.947931       11.379272
FIRE:   32 14:57:12       25.685171       10.378397
FIRE:   33 14:57:12       23.624181        9.451745
FIRE:   34 14:57:12       21.759944        8.565961
FIRE:   35 14:57:12       20.053216        7.696573
FIRE:   36 14:57:12       18.499404        6.855242
FIRE:   37 14:57:12       17.103117        6.068332
FIRE:   38 14:57:12       15.841998        5.344920
FIRE:   39 14:57:12       14.697135        4.683180
FIRE:   40 14:57:12       13.665232        4.078239
FIRE:   41 14:57:12       12.736172        3.514883
FIRE:   42 14:57:12       11.890110        2.982176
FIRE:   43 14:57:12       11.114431        2.478643
FIRE:   44 14:57:12       10.402058        2.011613
FIRE:   45 14:57:12        9.740348        1.710454
FIRE:   46 14:57:12        9.114001        1.670871
FIRE:   47 14:57:12        8.511089        1.617634
FIRE:   48 14:57:13        7.923229        1.547721
FIRE:   49 14:57:13        7.346166        1.464197
FIRE:   50 14:57:13        6.786696        1.419085
FIRE:   51 14:57:13        6.277598        1.183714
