      Step     Time          Energy          fmax
FIRE:    0 15:46:18      304.387232      202.769608
FIRE:    1 15:46:18      228.167667      125.666437
FIRE:    2 15:46:18      175.213251       94.109503
FIRE:    3 15:46:18      136.987322       69.918501
FIRE:    4 15:46:18      109.520158       48.153544
FIRE:    5 15:46:18       90.457757       29.709422
FIRE:    6 15:46:18       77.998546       23.793823
FIRE:    7 15:46:18       70.534148       21.931052
FIRE:    8 15:46:18       66.490457       20.725389
FIRE:    9 15:46:18       64.390599       20.014226
FIRE:   10 15:46:18       62.873657       20.394915
FIRE:   11 15:46:18       60.661856       24.928588
FIRE:   12 15:46:18       56.722821       27.175390
FIRE:   13 15:46:18       50.734203       26.498759
FIRE:   14 15:46:18       43.380665       23.141892
FIRE:   15 15:46:18       35.920268       18.132612
FIRE:   16 15:46:19       29.437832       12.634335
FIRE:   17 15:46:19       24.483259        8.713458
FIRE:   18 15:46:19       21.088433        8.039257
FIRE:   19 15:46:19       18.871260        9.123899
FIRE:   20 15:46:19       17.242258        9.882555
FIRE:   21 15:46:19       15.742434        9.532126
FIRE:   22 15:46:19       14.236611        8.000024
FIRE:   23 15:46:19       12.844474        5.713525
FIRE:   24 15:46:19       11.731606        5.260234
FIRE:   25 15:46:19       11.053189        4.865432
FIRE:   26 15:46:19       11.114012        6.899049
FIRE:   27 15:46:19        9.439925        2.067053
FIRE:   28 15:46:19        9.042542        2.802961
FIRE:   29 15:46:19        8.679710        1.113999
FIRE:   30 15:46:19        8.659354        2.607050
FIRE:   31 15:46:19        8.547522        1.786827
FIRE:   32 15:46:19        8.420496        0.854214
FIRE:   33 15:46:20        8.358457        0.780778
FIRE:   34 15:46:20        8.341799        1.536471
FIRE:   35 15:46:20        8.330137        1.453627
FIRE:   36 15:46:20        8.308818        1.294554
FIRE:   37 15:46:20        8.281285        1.072411
FIRE:   38 15:46:20        8.251463        0.807829
FIRE:   39 15:46:20        8.222635        0.672235
FIRE:   40 15:46:20        8.196433        0.656581
FIRE:   41 15:46:20        8.172309        0.639814
FIRE:   42 15:46:20        8.145291        0.618148
FIRE:   43 15:46:20        8.111013        0.681819
FIRE:   44 15:46:20        8.064493        0.732224
FIRE:   45 15:46:20        8.002824        0.657924
FIRE:   46 15:46:20        7.927685        0.529475
FIRE:   47 15:46:20        7.844471        0.519230
FIRE:   48 15:46:20        7.755206        0.561318
FIRE:   49 15:46:21        7.651806        0.670166
FIRE:   50 15:46:21        7.523661        0.606457
FIRE:   51 15:46:21        7.371831        0.544544
FIRE:   52 15:46:21        7.205060        0.557989
FIRE:   53 15:46:21        7.022063        0.569452
FIRE:   54 15:46:21        6.835389        0.615293
FIRE:   55 15:46:21        6.670307        0.729398
FIRE:   56 15:46:21        6.502549        0.950501
FIRE:   57 15:46:21        6.343237        0.851906
FIRE:   58 15:46:21        6.292796        0.536204
FIRE:   59 15:46:21        6.277254        0.511608
FIRE:   60 15:46:21        6.250597        0.465055
FIRE:   61 15:46:21        6.219446        0.401340
FIRE:   62 15:46:21        6.189720        0.383729
FIRE:   63 15:46:21        6.164674        0.390531
FIRE:   64 15:46:21        6.144511        0.388290
FIRE:   65 15:46:21        6.127441        0.377053
FIRE:   66 15:46:21        6.109665        0.355322
FIRE:   67 15:46:21        6.089606        0.321950
FIRE:   68 15:46:21        6.066283        0.276744
FIRE:   69 15:46:21        6.039330        0.225770
FIRE:   70 15:46:21        6.009686        0.245364
FIRE:   71 15:46:21        5.981537        0.241543
FIRE:   72 15:46:21        5.958857        0.218590
FIRE:   73 15:46:22        5.936816        0.186533
FIRE:   74 15:46:22        5.910243        0.177934
FIRE:   75 15:46:22        5.881342        0.133424
FIRE:   76 15:46:22        5.862231        0.102570
FIRE:   77 15:46:22        5.868545        0.163162
FIRE:   78 15:46:22        5.864702        0.146508
FIRE:   79 15:46:22        5.858969        0.114464
FIRE:   80 15:46:22        5.853984        0.069461
FIRE:   81 15:46:22        5.851573        0.058264
FIRE:   82 15:46:22        5.851819        0.061511
FIRE:   83 15:46:22        5.851660        0.058070
FIRE:   84 15:46:22        5.851365        0.051449
FIRE:   85 15:46:22        5.850980        0.042189
FIRE:   86 15:46:22        5.850558        0.037503
FIRE:   87 15:46:22        5.850153        0.036406
FIRE:   88 15:46:22        5.849806        0.035177
FIRE:   89 15:46:22        5.849535        0.033889
FIRE:   90 15:46:22        5.849317        0.032490
FIRE:   91 15:46:22        5.849141        0.031037
FIRE:   92 15:46:22        5.848971        0.029528
FIRE:   93 15:46:22        5.848762        0.027861
FIRE:   94 15:46:22        5.848470        0.025828
FIRE:   95 15:46:23        5.848083        0.024091
FIRE:   96 15:46:23        5.847645        0.019542
FIRE:   97 15:46:23        5.847258        0.017035
FIRE:   98 15:46:23        5.847001        0.017900
FIRE:   99 15:46:23        5.846826        0.018820
FIRE:  100 15:46:23        5.846643        0.018811
FIRE:  101 15:46:23        5.846405        0.018478
FIRE:  102 15:46:23        5.846203        0.018134
FIRE:  103 15:46:23        5.846088        0.020904
FIRE:  104 15:46:23        5.846030        0.018688
FIRE:  105 15:46:23        5.845943        0.014664
FIRE:  106 15:46:23        5.845859        0.013739
FIRE:  107 15:46:23        5.845796        0.013235
FIRE:  108 15:46:23        5.845745        0.013210
FIRE:  109 15:46:23        5.845693        0.012535
FIRE:  110 15:46:23        5.845630        0.011073
FIRE:  111 15:46:23        5.845551        0.008512
