      Step     Time          Energy          fmax
FIRE:    0 11:49:57       94.008789       26.369081
FIRE:    1 11:49:57       86.808194       24.527757
FIRE:    2 11:49:57       80.114356       22.788687
FIRE:    3 11:49:57       73.896606       21.151304
FIRE:    4 11:49:57       68.130514       19.590576
FIRE:    5 11:49:57       62.793913       18.109744
FIRE:    6 11:49:57       57.863901       16.709681
FIRE:    7 11:49:57       53.317153       15.393128
FIRE:    8 11:49:58       49.130009       14.157303
FIRE:    9 11:49:58       45.280883       12.992140
FIRE:   10 11:49:58       41.750323       11.892420
FIRE:   11 11:49:58       38.520131       10.853369
FIRE:   12 11:49:58       35.572211        9.883653
FIRE:   13 11:49:58       32.884329        8.990016
FIRE:   14 11:49:58       30.438520        8.146379
FIRE:   15 11:49:58       28.220071        7.354244
FIRE:   16 11:49:58       26.213373        6.614622
FIRE:   17 11:49:58       24.402909        5.925540
FIRE:   18 11:49:58       22.773667        5.284447
FIRE:   19 11:49:58       21.311225        4.688286
FIRE:   20 11:49:58       20.001933        4.133355
FIRE:   21 11:49:58       18.832240        3.623175
FIRE:   22 11:49:58       17.786787        3.159269
FIRE:   23 11:49:58       16.852268        2.729435
FIRE:   24 11:49:58       16.016652        2.576034
FIRE:   25 11:49:58       15.267455        2.624164
FIRE:   26 11:49:58       14.592289        2.662843
FIRE:   27 11:49:58       13.979245        2.689585
FIRE:   28 11:49:58       13.417220        2.701119
FIRE:   29 11:49:59       12.896306        2.693088
FIRE:   30 11:49:59       12.408282        2.660120
FIRE:   31 11:49:59       11.947133        2.597460
FIRE:   32 11:49:59       11.509771        2.503472
FIRE:   33 11:49:59       11.096703        2.355856
FIRE:   34 11:49:59       10.714759        2.140345
FIRE:   35 11:49:59       10.372773        1.863211
FIRE:   36 11:49:59       10.082368        1.510068
FIRE:   37 11:49:59        9.859087        1.067375
FIRE:   38 11:49:59        9.721798        0.523953
FIRE:   39 11:49:59        9.692093        0.130261
FIRE:   40 11:49:59        9.687370        0.062065
FIRE:   41 11:49:59        9.685481        0.099416
FIRE:   42 11:49:59        9.684806        0.074679
FIRE:   43 11:50:00        9.684017        0.031021
FIRE:   44 11:50:00        9.683730        0.020356
FIRE:   45 11:50:00        9.683717        0.019213
FIRE:   46 11:50:00        9.683693        0.017000
FIRE:   47 11:50:00        9.683660        0.013865
FIRE:   48 11:50:00        9.683622        0.013092
FIRE:   49 11:50:00        9.683584        0.012182
FIRE:   50 11:50:00        9.683548        0.011058
FIRE:   51 11:50:00        9.683517        0.009707
